CardName,TaxDate,NumAtCard,U_CUINNUMBER,Taxable Amount,VAT AMOUNT
BLOSSOM BABY CO LTD SR HQ,16/08/2023,402,0040579370000000402,2394.81,383.17
NABICO ENTERPRISES LTD SR HQ,11/08/2023,01261737,0010197310000022595,30095.0,4815.2
MALACHITE LIMITED BEER,10/08/2023,10298003,0190431320000031282,1973.81,315.81
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,12/08/2023,SINV100711,0190434240000027447,3536.13,565.78
UNGA LTD,15/08/2023,910097212,0040095900000012053,4622.44,739.59
CANON CHEMICALS LTD,04/08/2023,INV23-002340,0190979100000006487,53525.19,8564.03
MJENGO LIMITED,16/08/2023,2117453,0110145120000067023,9375.38,1500.06
BRAND IMPORT AFRICA 2ND ACCOUNT SR,15/08/2023,24586,0190430430000002021,19992.44,3198.79
KENYA BREWERIES LTD,16/08/2023,9501456605,0110396000000057030,114050.0,18248.0
NUTCRACKER LTD HQ,14/08/2023,15807,0040287220000001171,298400.0,47744.0
KAPI LTD,01/08/2023,INV/23/50946,0040095260000004813,26756.25,4281.0
SAI PHARMACEUTICALS K LIMITED SR,08/08/2023,15014859,0110166380000006954,34976.88,5596.3
EMETIC K  LTD SR,18/08/2023,27177,0010195570000002457,15357.75,2457.24
KENAFRIC BAKERY LTD,19/08/2023,946309,0010195680000092716,618.0,98.88
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,18/08/2023,9730261428,0040094810000161621,2145.5,343.28
MILL BAKERS LIMITED,18/08/2023,C162188,0040078680000072585,19689.69,3150.35
DELMONTE KENYA LTD,11/08/2023,95812,0110168200000017095,75775.25,12124.04
WOW BEVERAGES LTD,09/08/2023,IN00324312,0020111470000009990,24703.44,3952.55
HASBAH KENYA LTD CADBURY,16/08/2023,NKRINV6009571,0090972930000021562,40808.19,6529.31
MALACHITE LIMITED BEER,11/08/2023,10298076,0190431320000031360,17076.88,2732.3
GLAXOSMITHKLINE LTD,17/08/2023,9008929393,0040559040000002734,9504.63,1520.74
KENCHIC FROZEN,19/08/2023,KSIN4685187,0020594590000074156,3513.0,562.08
TRUFOODS LIMITED T F,16/08/2023,INV-38675,0110159690000020877,33415.44,5346.47
TROPICAL HEAT LTD,15/08/2023,535737,0020001120000033406,32959.25,5273.48
SHALIMAR SPICES LIMITED,18/08/2023,8732,0040911650000000823,7820.69,1251.31
DPL FESTIVE  LIMITED,20/08/2023,5385354,0020108540000253308,3233.5,517.36
BOWIP AGENCIES LTD,15/08/2023,167634,0020115770000005813,15490.63,2478.5
GILANI GOURMET LTD,21/08/2023,22112,0110672010000004120,1000.0,160.0
NATURES TASTES LIMITED,21/08/2023,837,2760869420000000838,9724.13,1555.86
ALLSPAN FOODS,21/08/2023,311,2760847600000000143,17384.5,2781.52
STALLION TRADING LIMITED,21/08/2023,INV/2023/18473,0190429450000001316,11125.88,1780.14
WESTLANDS TRADING LTD,21/08/2023,93770,0430205210000007388,20641.19,3302.59
SIERRA PREMIUM BREWERIES,21/08/2023,IN004831,0040071940000003813,19862.06,3177.93
SHAMULA LIMITED,07/08/2023,60263,0090774550000001147,40980.0,6556.8
MYPASTA LIMITED,15/08/2023,2984,0190432670000000658,12543.13,2006.9
MALACHITE LIMITED,12/08/2023,10298126,0190431320000031426,151185.19,24189.63
MALACHITE LIMITED BEER,12/08/2023,10298127,0190431320000031427,12370.31,1979.25
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,12/08/2023,SINV100667,0190434240000027419,3416.69,546.67
NEW WESTLAND STORES,15/08/2023,432392,0430205230000015407,15692.88,2510.86
WINNIES PURE HEALTH,11/08/2023,137363,0190276130000009133,4942.56,790.81
SPARKLE BRANDS LIMITED,16/08/2023,SI0015550,0020112570000004862,16899.44,2703.91
WINNIES PURE HEALTH,11/08/2023,137362,0190276130000009132,31019.13,4963.06
KENYA SWEETS LTD,19/08/2023,62074,0040096010000002342,16380.13,2620.82
KENAFRIC BAKERY LTD,19/08/2023,946335,0010195680000092807,603.0,96.48
DEVYANI FOOD INDUSTRIES K LIMITED,17/08/2023,9730260967,0040084810000160688,27583.19,4413.31
KENAFRIC BAKERY LTD,18/08/2023,945486,0010195680000092272,2407.5,385.2
KENPOLY MANUFACTURERS,15/08/2023,468821,0010194200000028687,12074.0,1931.84
BRAND IMPORT AFRICA 2ND ACCOUNT SR,15/08/2023,24585,0190430430000002020,1428.75,228.6
TROPICAL HEAT LTD,15/08/2023,535736,0020001120000033405,99072.13,15851.54
SUNDRIES BARGAIN NAIROBI LTD,18/08/2023,207949,0010194020000012660,20228.69,3236.59
ALPHAJIRI LIMITED SR,19/08/2023,AUG23-15FP,1821919640000000202,2844.81,455.17
KIRICHWA WATER LIMITED,19/08/2023,1389,0090179440000001389,4482.81,717.25
BROADWAYS BAKERY LTD,17/08/2023,1516230455,0110397350000088432,280.19,44.83
ECSTACY LTD,09/08/2023,11727,0110166340000010703,18105.0,2896.8
FARMERS CHOICE LTD,19/08/2023,SI+N000288787,0090541490000057008,32742.69,5238.83
KENAFRIC BAKERY LTD,19/08/2023,946338,0010195670000068988,1128.0,180.48
KENCHIC FROZEN,19/08/2023,KSIN4685162,0020594590000074131,2903.5,464.56
KENAFRIC BAKERY LTD,17/08/2023,944760,0010195680000091699,858.0,137.28
DELMONTE KENYA LTD,11/08/2023,95822,0110168200000017096,106908.44,17105.35
TROPICAL HEAT LTD,14/08/2023,535654,0020001120000033352,191115.06,30578.41
KENCHIC FROZEN,17/08/2023,KSIN4684390,0020594590000072910,33864.5,5418.32
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,18/08/2023,9730261429,0040094810000161622,5158.44,825.35
STALLION TRADING LIMITED,15/08/2023,INV/2023/18418,0190429450000001291,7735.31,1237.65
WISH KENYA LIMITED SR,15/08/2023,CSL000399,0090972110000001150,15946.19,2551.39
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,13/08/2023,SINV100798,0190434240000027525,1747.0,279.52
NATURES HEALTH LTD,09/08/2023,5562,0040912930000001434,1047.44,167.59
GLOBAL SLACKER ENTERPRISES LTD SR,14/08/2023,12471,0190456760000002058,8649.88,1383.98
ALISON PRODUCTS LTD,18/08/2023,58483,0190978710000009490,18664.0,2986.24
JOS HANSEN AND SOEHNE E.A LTD,16/08/2023,JHSW45624,0190432050000002060,3491.38,558.62
R D ENTERPRISES LIMITED SR,18/08/2023,3362,0040794290000000539,11756.31,1881.01
IFFCO KENYA LIMITED,15/08/2023,SI20230491,0010197130000001465,9022.25,1443.56
UNGA LTD,14/08/2023,910097166,0040095900000012013,18802.19,3008.35
NAIROBI ENTERPRISES LTD,14/08/2023,1400275,0020111100000017670,18186.19,2909.79
MACE FOODS LTD YAYA,19/08/2023,MFL/PSINV/1861,0171382150000000484,4207.56,673.21
NORDA INDUSTRIES LTD.,15/08/2023,INV202311701,0110396260000018267,7996.31,1279.41
BROADWAYS BAKERY LTD,19/08/2023,1074230671,0110397350000088912,168.13,26.9
THE WELL HUNG BUTCHER LTD SR,18/08/2023,16275,0040095540000003287,3974.13,635.86
SAVANNAH BRANDS COMPANY LIMITED,19/08/2023,49404,0020112050000014827,8880.0,1420.8
ECOPACK LIMITED,19/08/2023,796,0041399200000000404,6950.44,1112.07
BY FARMERS FOR FARMERS  P F D LTD,04/08/2023,INV-1499,0040077500000000461,9434.94,1509.59
GROUPACO HOLDINGS LTD,04/08/2023,GHGL9538,0190436350000003712,7563.56,1210.17
CHANDARIA INDUSTRIES  LTD,07/08/2023,1530028,0110167020000165684,226752.25,36280.36
DELMONTE KENYA LTD,10/08/2023,95731,0110168200000016969,241557.88,38649.26
BIO FOOD PRODUCTS LTD,09/08/2023,1059403,0190980270000014185,197426.5,31588.24
UNGA LTD,14/08/2023,910097176,0040095900000012021,7265.5,1162.48
SEVI ENTERPRISES,18/08/2023,4126,0430566180000000311,6960.0,1113.6
KENMEAT LIMITED,18/08/2023,INV17234.,0090969560000009057,1401.0,224.16
DELMONTE KENYA LTD,10/08/2023,95729,0110168200000016970,42248.5,6759.76
TOWFIQ  K  LIMITED HQ,18/08/2023,3133474,0020107030000319394,27155.75,4344.92
MYPASTA LIMITED,14/08/2023,2978,0190432670000000639,9051.75,1448.28
AFRICAN COTTON INDUSTRIES LTD,18/08/2023,151335,0040075220000011506,107475.81,17196.13
C.DORMAN,17/08/2023,128474,0110168160000020570,89412.19,14305.95
RELIABLE FOOD AND LOGISTICS LIMITED,18/08/2023,INV54932,0040096760000008437,41735.69,6677.71
CHANDARIA INDUSTRIES  LTD KENTASTE,15/08/2023,1537015,0110167020000169761,22298.69,3567.79
JUSTLINE BAKERS,16/08/2023,10262,2760858010000001491,10689.69,1710.35
UNGA LTD,15/08/2023,910097211,0040095900000012053,11745.69,1879.31
KENAFRIC BAKERY LTD,19/08/2023,946381,0010195680000092721,1104.0,176.64
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,14/08/2023,SINV10087,0190434240000027610,3249.19,519.87
SPARKLE BRANDS LIMITED,18/08/2023,SI0015587,0020112570000004899,7312.63,1170.02
KAMILI PACKERS SUGAR ONLY,18/08/2023,INV11365,0110162250000014337,102284.5,16365.52
KENAFRIC BAKERY LTD,18/08/2023,945453,0010195680000092194,2202.0,352.32
IFFCO KENYA LIMITED,15/08/2023,SI20230489,0010197130000001463,30429.75,4868.76
L S FOOD LAB LTD SR,19/08/2023,INV000041,0040347210000000049,1448.25,231.72
GLAXOSMITHKLINE LTD,17/08/2023,9008929405,0040559040000002736,7458.94,1193.43
ANTONIA  STOGDALE  LTD SR,18/08/2023,2908,0430568000000000714,33739.69,5398.35
BROOKSIDE DAIRY,17/08/2023,2308180975,0040095410000323639,7143.5,1142.96
MILL BAKERS LIMITED,18/08/2023,C162156,0040078680000072400,15807.75,2529.24
WEETABIX E.A LTD,17/08/2023,IL2308000282,0110396600000010993,45214.75,7234.36
WEETABIX E.A LTD,17/08/2023,IF2308000236,0110396600000011003,14187.0,2269.92
BIO FOOD PRODUCTS LTD,18/08/2023,1060628,0190979930000000600,23217.25,3714.76
BIO FOOD PRODUCTS LTD,19/08/2023,1060783,0190979930000000807,10749.31,1719.89
WOODLANDS COMPANY LTD,11/08/2023,1835,0040260200000000488,14524.13,2323.86
FARMERS CHOICE LTD,17/08/2023,SI+N000287188,0090541490000055638,121535.56,19445.69
OSHO CHEMICAL INDUSTRIES LTD,16/08/2023,PSD0045088,0110167990000019882,6706.69,1073.07
HIGHLANDS DRINKS LIMITED,18/08/2023,371778,0110164390000017437,24736.69,3957.87
LOREAL E A LIMITED HQ,10/08/2023,230113052,0020112070000012951,144596.5,23135.44
TWIGA STATIONERS AND PRINTERS LTD,07/08/2023,669208,0010193140000022493,1688.38,270.14
PLANET CHIKA CHIKA  LIMITED,16/08/2023,5001,0210352910000001822,8224.13,1315.86
BROOKSIDE DAIRY,16/08/2023,2308171521,0040095410000322573,6500.31,1040.05
BIO FOOD PRODUCTS LTD,17/08/2023,1060512,0190979930000000439,9869.69,1579.15
NABICO ENTERPRISES LTD SR HQ,11/08/2023,01261739,0010197310000022597,123810.0,19809.6
CRYSTAL FROZEN AND CHILLED FOODS LTD,17/08/2023,159398,0010193880000010848,34877.31,5580.37
BLOSSOM BABY CO LTD SR HQ,14/08/2023,397,0040579370000000397,3687.94,590.07
BABY BRANDS DIRECTS LTD SR,16/08/2023,301,0110698540000000170,7365.5,1178.48
BURTON AND BAMBER C LIMITED,17/08/2023,10794,0040126160000001881,4139.56,662.33
STALLION TRADING LIMITED,17/08/2023,INV/2023/18438,0190429450000001298,18100.0,2896.0
SEVI ENTERPRISES,18/08/2023,4124,0430566180000000309,14040.0,2246.4
GOOSEBERRY DELIGHT LTD SR,14/08/2023,606,0040265620000000260,3982.75,637.24
MYPASTA LIMITED,16/08/2023,2985,0190432670000000659,9051.75,1448.28
TROPICAL HEAT LTD,15/08/2023,535738,0020001120000033407,90662.81,14506.05
WEETABIX E.A LTD,17/08/2023,IL2308000285,0110396600000010996,60057.88,9609.26
WEETABIX E.A LTD,17/08/2023,IF2308000240,0110396600000011005,8811.56,1409.85
DPL FESTIVE  LIMITED,17/08/2023,5380547,0020108540000251996,3625.38,580.06
BROOKSIDE DAIRY,17/08/2023,2308181512,0040095430000163376,18978.5,3036.56
BIO FOOD PRODUCTS LTD,18/08/2023,1060715,0190979930000000709,15092.56,2414.81
TOP FOOD EA LTD,16/08/2023,55093,0040563010000006943,61434.5,9829.52
MIBISCO LTD,15/08/2023,MIB/93522,0430833590000021755,13676.38,2188.22
KENCHIC FROZEN,17/08/2023,KSIN4684228,0020594590000072566,11830.38,1892.86
BARAKA ISRAEL ENTERPRISES LTD SR,16/08/2023,2316,0040416240000002316,12310.31,1969.65
NABICO ENTERPRISES LTD SR HQ,12/08/2023,01261829,0010197310000022719,31110.0,4977.6
KENAFRIC BAKERY LTD,17/08/2023,944725,0010195680000001652,90.0,14.4
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,16/08/2023,9730260918,0040094810000160589,6670.31,1067.25
WINNIES PURE HEALTH,10/08/2023,137329,0190276130000009074,11436.75,1829.88
CHER BEAUTY SHOP,16/08/2023,40269,0432012890000000115,5689.69,910.35
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,17/08/2023,9730260957,0040094810000460679,45637.56,7302.01
KENAFRIC BAKERY LTD,16/08/2023,943873,0010195680000091061,213.0,34.08
KENAFRIC BAKERY LTD,18/08/2023,945552,0010195680000092202,351.0,56.16
WINNIES PURE HEALTH,10/08/2023,137328,0190276130000009071,3604.81,576.77
UNGA LTD,15/08/2023,910097213,0040095900000012055,11793.13,1886.9
EAST AFRICA STAR BAKERY,19/08/2023,145536,0041438180000000715,10258.63,1641.38
NEW ITALYCOR LTD,19/08/2023,130757,0171505940000006489,21394.81,3423.17
NEW KCC LTD,06/08/2023,95098577,0190428740000091548,430.06,68.81
FARMERS CHOICE LTD DELI,18/08/2023,SI+N000288718,0090541490000056970,32509.69,5201.55
FARMERS CHOICE LTD,18/08/2023,SI+N000288817,0090541490000057024,93723.31,14995.73
WEETABIX E.A LTD,18/08/2023,IL2308000304,0110396600000011045,30099.56,4815.93
SAVANNAH BRANDS COMPANY LIMITED,16/08/2023,49307,0020112050000014724,27431.88,4389.1
TROPICAL HEAT LTD,14/08/2023,535652,0020001120000033345,69820.31,11171.25
WEETABIX E.A LTD,18/08/2023,IF2308000258,0110396600000011033,24108.44,3857.35
SHAMULA LIMITED,19/08/2023,60306,0090774550000001195,12930.0,2068.8
NEW KCC LTD,19/08/2023,95109984,0190428740000096888,1243.38,198.94
BIO FOOD PRODUCTS LTD,19/08/2023,1060868,0190979930000000891,10420.31,1667.25
EAST AFRICA UNILEVER  K  U L,17/08/2023,5230253187,0110161060000007484,147290.81,23566.53
BROOKSIDE DAIRY,18/08/2023,2308190980,0040095430000164178,17623.63,2819.78
KALON FOODS LIMITED,16/08/2023,KFA41358,0110640400000007133,28500.0,4560.0
PREMIER FOODS  LIMITED,17/08/2023,01SI055908,0040094650000017103,8964.56,1434.33
LEMOC LIMITED,17/08/2023,11405,0040306690000007734,17226.0,2756.16
BEBALYSA ENTERPRISES LIMITED,16/08/2023,7635,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAG E&INVOICENO=0041168140000001160,5808.63,929.38
KENAFRIC BAKERY LTD,19/08/2023,946664,0010195680000002965,213.0,34.08
HUSEINI BAKERY LTD,10/08/2023,35322,0172171000000000043,9200.0,1472.0
SMOKES AND GIFTS,17/08/2023,8720,0430205640000000455,13337.5,2134.0
UDV KENYA LIMITED,10/08/2023,9510338807,0110600260000032716,26813.63,4290.18
TROPICAL HEAT LTD,15/08/2023,535782,0020001120000033467,61453.31,9832.53
EDUCATE YOURSELF LTD,18/08/2023,27014,0190995350000003480,7383.19,1181.31
DPL FESTIVE  LIMITED,19/08/2023,5384006,0020108540000252868,6510.13,1041.62
BIGCOLD KENYA SIMPLIFINE FROZEN AND CHILLED,16/08/2023,SINV101072,0190434250000010176,13562.88,2170.06
GITHUNGURI DAIRY FARMERS,20/08/2023,P1864212/ INV,0190431800000194541,831.75,133.08
GITHUNGURI DAIRY FARMERS,19/08/2023,P1863538 /INV,0190431800000193969,831.75,133.08
SANGYUG ENTERPRISES LTD SR HQ,15/08/2023,334595,0010195660000020162,2750.0,440.0
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,16/08/2023,SINV101097,0190434240000027784,4444.88,711.18
HACO INDUSTRIES KENYA  LTD,07/08/2023,IN23080122,0190431310000006509,16507.5,2641.2
EMETIC K  LTD SR,18/08/2023,27178,0010195570000002456,49687.94,7950.07
RAZCO LTD,17/08/2023,2306009164,0190407180000031584,41986.88,6717.9
KENAFRIC BAKERY LTD,19/08/2023,946293,0010195680000092780,1150.0,184.0
SAVANNAH BRANDS COMPANY LIMITED,14/08/2023,49231,0020112050000014629,20985.0,3357.6
TWIGA  BROTHERS INVEST LIMITED,19/08/2023,2972,0040915180000000422,8103.44,1296.55
KENYA BREWERIES LTD,10/08/2023,9501454937,0110396000000055742,58476.69,9356.27
EEEZY COOK LTD,19/08/2023,13977,0040219170000001068,8232.75,1317.24
KENCHIC FROZEN,19/08/2023,KSIN4685250,0020594590000074220,1870.75,299.32
LOKI VENTURES LIMITED,18/08/2023,49985,0190429660000005208,2389.69,382.35
HIGHLANDS DRINKS LIMITED,17/08/2023,371820,0110164390000017483,5394.19,863.07
EMETIC K  LTD SR,18/08/2023,27180,0010195570000002452,75566.81,12090.69
CREATIVE INNOVATIONS LTD SR HQ,18/08/2023,PRESCS-20231846,0020112940000007565,34889.69,5582.35
KENAFRIC BAKERY LTD,19/08/2023,946252,0010195680000092713,1188.0,190.08
FARMERS CHOICE LTD,19/08/2023,SI+N000288881,0090541490000057153,83448.69,13351.79
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,18/08/2023,9730261501,0040094810000161699,951.75,152.28
KALON FOODS LIMITED,21/08/2023,KF41477,0110640400000007252,32377.25,5180.36
HASBAH KENYA LTD CADBURY,18/08/2023,NBIINV1076696,0090972930000022837,40380.44,6460.87
UKWALA TRADING 2022 LTD SR HQ,15/08/2023,HH02906,0040023660000004233,19344.81,3095.17
HASBAH KENYA LTD,18/08/2023,NBIINV1076703,0090972930000022847,85497.5,13679.6
HASBAH KENYA LTD P AND G,18/08/2023,NBIINV1076673,0090972930000022809,44451.56,7112.25
KENAFRIC BAKERY LTD,21/08/2023,947806,0010195680000093900,264.0,42.24
CANON CHEMICALS LTD,07/08/2023,INV23-002389,0190979100000006539,29127.75,4660.44
P Z CUSSONS AND COMPANY LTD HQ,07/08/2023,112297932,0110167920000008135,34446.69,5511.47
FARMERS CHOICE LTD DELI,15/08/2023,SI+N000285898,0090541490000054273,3539.0,566.24
FARMERS CHOICE LTD,15/08/2023,SI+N000285899,0090541490000054272,214284.0,34285.44
SANGYUG ENTERPRISES LTD SR HQ,14/08/2023,334489,0010195660000020020,19223.0,3075.68
PEMBE FLOUR MILLS,17/08/2023,30142394,0110397000000041323,2307.63,369.22
FARMERS CHOICE LTD,18/08/2023,SI +N000287915,0090541490000056264,10537.06,1685.93
SPICE WORLD LTD,16/08/2023,SWL 1130769,0010168820000026207,53270.31,8523.25
KENAFRIC BAKERY LTD,18/08/2023,945489,0010195680000092196,660.0,105.6
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,16/08/2023,SINV101133,0190434240000027806,1013.88,162.22
EXCEL CHEMICALS LTD,15/08/2023,980995,0190434660000039101,59347.56,9495.61
EQUATORIAL NUTS PROCESSORS LTD,16/08/2023,INV42666,0040133760000000174,12708.63,2033.38
COCA COLA NAIROBI BOTTLERS LIMITED,19/08/2023,1222304787,0110604780000065363,127934.88,20469.58
THE WELL HUNG BUTCHER LTD SR,17/08/2023,16249,0040095540000003246,5961.19,953.79
KIRICHWA WATER LIMITED,19/08/2023,1390,0090179440000001390,11207.0,1793.12
JADE CONCEPTS LIMITED,18/08/2023,JCLIN-121565,0020112730000001081,11753.44,1880.55
SHAMULA LIMITED,19/08/2023,60307,0090774550000001196,33900.0,5424.0
SHAMULA LIMITED,19/08/2023,60308,0090774550000001197,29370.0,4699.2
SUNDRIES BARGAIN NAIROBI LTD,18/08/2023,207954,0010194020000012665,14956.94,2393.11
CHER BEAUTY SHOP,19/08/2023,40270,0432012890000000118,8069.0,1291.04
BROOKSIDE DAIRY,18/08/2023,230890952,0040095410000324498,32156.38,5145.02
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,19/08/2023,9730261409,0040094810000161640,6348.44,1015.75
BROADWAYS BAKERY LTD,18/08/2023,1074230667,0110397350000088683,588.38,94.14
KENAFRIC BAKERY LTD,19/08/2023,946311,0010195680000092757,771.0,123.36
BIO FOOD PRODUCTS LTD,19/08/2023,1060833,0190979930000000856,36356.19,5816.99
SMOKES AND GIFTS,17/08/2023,8722,0430205640000000457,16327.5,2612.4
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,18/08/2023,9730260903,0040094810000160575,737.06,117.93
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,17/08/2023,9730261188,0040094810000160875,1431.19,228.99
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,17/08/2023,9730261187,0040094810000160874,2327.56,372.41
KENAFRIC BAKERY LTD,18/08/2023,945482,0010195680000092215,1671.0,267.36
EEEZY COOK LTD,18/08/2023,13975,0040219170000001066,7844.81,1255.17
CREATIVE INNOVATIONS LTD SR HQ,17/08/2023,PRESCS-20231821,0020112940000007517,7489.69,1198.35
EAST AFRICA SEA FOOD LTD,17/08/2023,178807,0040072540000002518,10905.19,1744.83
HIGHLANDS DRINKS LIMITED,16/08/2023,371672,0110164390000017357,68904.13,11024.66
KENAFRIC BAKERY LTD,17/08/2023,944816,0010192830000064224,450.0,72.0
KENAFRIC BAKERY LTD,18/08/2023,945452,0010195670000068651,450.0,72.0
MILL BAKERS LIMITED,16/08/2023,C162003,0040078880000071974,51925.0,8308.0
HADIAH SUPPLIES LIMITED,09/08/2023,1327,0190453550000000265,4655.19,744.83
ROSAKIND EA LIMITED,15/08/2023,51716,0040762670000003281,15300.0,2448.0
EAST AFRICA SEA FOOD LTD,15/08/2023,178663,0040072540000002498,37715.5,6034.48
SLATER AND WHITTAKER LTD,15/08/2023,35274,0110393590000009005,22236.19,3557.79
FARMERS CHOICE LTD,17/08/2023,SI+N000287953,0090541490000056266,72909.69,11665.55
FRESH N CRUNCHY,18/08/2023,11067,0040322490000002708,8710.31,1393.65
PORTCROSS LTD  PC.,15/08/2023,INV53844,0110167320000007822,58626.25,9380.2
NG WINDSONG KENYA LTD,14/08/2023,02719,0040274730000002719,5088.81,814.21
WINNIES PURE HEALTH,11/08/2023,137384,0190276130000009191,21695.38,3471.26
KHETIA DRAPERS LTD,15/08/2023,446860,0110394360000005363                              *STROKESCRIBE.COM FREE*,13476.19,2156.19
SOFTCARE KENYA COM LTD,11/08/2023,KF52B2308100229,0091663830000001207,43708.19,6993.31
FARMERS CHOICE LTD,18/08/2023,SI+N000287978,0090541490000056375,19661.69,3145.87
MEAM TAYSTEE FOODS,18/08/2023,1068,0171724610000000654,6999.44,1119.91
PROPACK KENYA LTD,12/08/2023,78901,0040793390000011165,389416.75,62306.68
GLACIER PRODUCTS LTD G P,18/08/2023,445337,0190979210000027359,26389.38,4222.3
MIBISCO LTD,15/08/2023,MIB/93523,0430833590000021756,9233.25,1477.32
NAIROBI JAVA HOUSE LTD,10/08/2023,JH01-02488918,0020109660000013725,36175.19,5788.03
KAPI LTD,17/08/2023,INV/23/1286,0040095260000005144,50202.94,8032.47
SUPER SAVERS DISTRIBUTION LTD,15/08/2023,NIN6224,0110399940000001429,269759.88,43161.58
MAXAM LIMITED,18/08/2023,IN275554,0040095960000011909,32503.44,5200.55
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,18/08/2023,SINV101326,0190434240000027964,828.25,132.52
C AND C POLAKEN LIMITED,18/08/2023,1276,0040307190000000455,19541.38,3126.62
BROOKSIDE DAIRY,18/08/2023,2308190941,0040095410000324306,56782.75,9085.24
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,19/08/2023,SINV101467,0190434240000028058,3341.13,534.58
DPL FESTIVE  LIMITED,18/08/2023,5382417,0020108540000252467,4636.31,741.81
MERIT AFRICA LTD 2ND ACCOUNT SR,16/08/2023,127109,0110164060000010877,13540.0,2166.4
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,18/08/2023,9730261455,0040094810000161635,8144.5,1303.12
KENAFRIC BAKERY LTD,19/08/2023,946253,0010192830000064628,8200.0,1312.0
KAMILI PACKERS LIMITED NORMAL,18/08/2023,INV11381,0110162250000014354,7376.88,1180.3
KAMILI PACKERS SUGAR ONLY,18/08/2023,INV11379,0110162250000014356,393750.0,63000.0
SPARKLE BRANDS LIMITED,17/08/2023,SI0015577,0020112570000004889,9768.69,1562.99
UMOJA  SHOE COMPANY  LIMITED SR,17/08/2023,33040,0110159810000008262,32302.25,5168.36
ECSTACY LTD,14/08/2023,11916,0110166340000010896,2648.13,423.7
NELI PRODUCTS LIMITED SR,11/08/2023,CHANAK008,0190330860000000424,5769.81,923.17
KENAFRIC BAKERY LTD,18/08/2023,945529,0010195670000068670,655.5,104.88
KENAFRIC BAKERY LTD,17/08/2023,944763,0010192830000064254,168.0,26.88
BROADWAYS BAKERY LTD,17/08/2023,1879230139,0110614860000041655,84.06,13.45
HACO INDUSTRIES KENYA  LTD,10/08/2023,IN23080202,0190431310000006605,12162.31,1945.97
KENYA TEA PACKERS KETEPA,17/08/2023,000271566,0020108490000003556,14412.19,2305.95
TROPICAL HEAT LTD,17/08/2023,535965,002000112000003368,78145.0,12503.2
EMETIC K  LTD SR,18/08/2023,27185,0010195570000002450,33605.19,5376.83
SPARKLE BRANDS LIMITED,18/08/2023,SI0015610,0020112570000004929,13143.38,2102.94
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,18/08/2023,9730261499,0040948100000161697,6187.13,989.94
HARLEYS LTD,14/08/2023,100072010,0020114490000000515,5619.81,899.17
DELMONTE KENYA LTD,10/08/2023,95728,0110168200000016971,49570.81,7931.33
UKWALA TRADING 2022 LTD SR HQ,15/08/2023,HH02908,0040023660000004235,38534.5,6165.52
BIO FOOD PRODUCTS LTD,17/08/2023,1060551,0190979930000000500,33350.94,5336.15
KHETIA DRAPERS LTD,16/08/2023,062-00020766,0110394370000013271                              *STROKESCRIBE.COM FREE*,5882.94,941.27
BROOKSIDE DAIRY,16/08/2023,2308171505,0040095420000347790,18732.56,2997.21
GLOBAL SLACKER ENTERPRISES LTD,16/08/2023,12498,0190456760000002082,3155.19,504.83
DELMONTE KENYA LTD,10/08/2023,95730,0110168200000016983,31841.69,5094.67
WOW BEVERAGES LTD,15/08/2023,IN00324500,0020111470000010139,13996.56,2239.45
SANGYUG ENTERPRISES LTD SR HQ,15/08/2023,334597,0010195660000020164,9065.0,1450.4
TOP FOOD EA LTD,14/08/2023,55070,0040563010000006914,27761.94,4441.91
HUSEINI BAKERY LTD,16/08/2023,35487,0172171000000000054,4194.81,671.17
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,17/08/2023,INV101758,0190434250000010375,88709.19,14193.47
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101440,0190434250000010361,66919.38,10707.1
KHETIA DRAPERS LTD,22/08/2023,062-00020752,0110394370000013242                              *STROKESCRIBE.COM FREE*,13159.81,2105.57
KENYA NUT COMPANY,15/08/2023,1130035,0020110750000018890,14469.38,2315.1
